province,cell_id,lat,lon,date,temperature,humidity,rain,wind_speed,fire,hotspots,fire_prob_true
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-06,30.8,69.3,13.3,10.9,0,0,0.045
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-07,31.7,48.8,0.0,12.1,0,0,0.061
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-08,32.4,53.1,0.0,13.5,0,0,0.063
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-09,32.7,53.8,0.0,12.0,0,0,0.061
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-10,32.9,57.5,8.9,11.5,0,0,0.057
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-11,31.3,59.1,5.0,11.3,0,0,0.053
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-12,31.2,52.7,0.0,13.3,0,0,0.067
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-13,33.2,53.4,6.9,12.0,1,2,0.078
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-14,31.8,55.0,3.9,11.8,0,0,0.064
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-15,30.2,72.6,0.0,10.1,0,0,0.045
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-16,30.5,68.9,19.3,13.0,0,0,0.046
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-17,30.9,57.3,14.5,12.5,0,0,0.05
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-18,33.1,55.5,5.5,12.3,0,0,0.057
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-19,32.6,51.8,0.0,13.4,0,0,0.061
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-20,33.5,47.0,9.0,14.5,0,0,0.074
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-21,31.9,57.1,11.5,14.5,0,0,0.052
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-22,32.9,51.7,4.8,14.2,0,0,0.057
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-23,33.7,55.5,2.9,12.7,0,0,0.06
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-24,32.3,48.8,0.0,12.1,1,3,0.071
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-25,33.5,51.8,3.5,11.2,0,0,0.071
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-26,31.9,57.5,0.0,12.1,0,0,0.058
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-27,32.4,58.0,0.0,13.4,0,0,0.068
เชียงใหม่,เชี-01,19.0931,98.8014,2022-02-28,32.5,58.0,0.0,11.8,1,7,0.072
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-01,31.3,50.1,0.0,13.6,0,0,0.094
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-02,33.9,58.8,0.0,11.5,0,0,0.085
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-03,32.5,51.4,0.0,10.1,0,0,0.087
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-04,33.3,57.8,31.1,15.1,0,0,0.071
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-05,34.0,53.9,3.1,12.6,0,0,0.072
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-06,34.0,46.9,0.0,11.9,0,0,0.085
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-07,34.4,51.7,0.0,11.4,0,0,0.075
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-08,33.3,55.9,0.0,14.5,0,0,0.071
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-09,32.9,57.4,0.0,16.4,0,0,0.071
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-10,33.4,53.0,8.0,12.9,0,0,0.066
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-11,31.1,63.2,0.0,13.3,0,0,0.061
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-12,31.5,60.1,17.9,15.9,0,0,0.065
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-13,31.7,53.5,0.0,10.1,0,0,0.061
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-14,32.2,58.0,10.0,17.7,0,0,0.069
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-15,34.4,62.1,2.4,18.7,0,0,0.075
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-16,32.4,63.7,0.0,8.4,0,0,0.048
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-17,33.3,47.0,0.0,13.6,0,0,0.091
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-18,35.8,46.4,0.0,12.4,0,0,0.113
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-19,33.3,60.3,1.4,13.4,0,0,0.075
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-20,35.0,46.2,12.9,13.1,0,0,0.115
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-21,32.5,46.8,0.0,15.5,1,1,0.115
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-22,33.6,50.0,0.0,13.7,0,0,0.107
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-23,32.5,55.4,0.0,12.1,0,0,0.075
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-24,33.5,52.0,0.0,13.6,0,0,0.099
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-25,35.3,47.8,0.0,15.0,0,0,0.153
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-26,31.4,50.7,0.0,11.6,0,0,0.078
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-27,34.7,47.9,0.0,10.7,0,0,0.136
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-28,34.4,47.2,0.0,18.0,1,1,0.218
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-29,33.2,64.0,0.0,12.7,0,0,0.076
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-30,31.9,55.1,0.0,13.7,0,0,0.093
เชียงใหม่,เชี-01,19.0931,98.8014,2022-03-31,34.2,56.2,0.0,13.2,0,0,0.11
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-01,33.3,50.0,0.0,15.1,0,0,0.141
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-02,34.4,50.6,0.0,17.5,0,0,0.184
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-03,34.1,48.2,0.0,15.2,0,0,0.167
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-04,36.5,36.6,0.0,11.0,0,0,0.269
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-05,33.7,45.2,0.0,11.2,1,1,0.138
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-06,32.5,44.0,0.0,13.2,1,4,0.143
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-07,34.3,40.4,0.0,13.5,0,0,0.209
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-08,34.4,45.7,0.0,10.5,0,0,0.141
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-09,36.1,57.0,0.0,15.6,0,0,0.154
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-10,35.3,50.8,0.0,11.8,1,7,0.139
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-11,34.5,58.1,0.0,16.9,0,0,0.133
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-12,36.2,52.4,6.6,17.6,0,0,0.191
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-13,32.2,57.5,0.0,13.4,0,0,0.08
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-14,33.0,48.5,0.0,14.8,0,0,0.127
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-15,32.5,56.1,0.0,11.4,0,0,0.078
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-16,33.3,56.6,0.0,15.1,0,0,0.1
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-17,31.8,51.3,0.0,12.9,0,0,0.091
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-18,34.8,54.7,0.0,11.7,0,0,0.103
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-19,33.5,55.9,0.0,13.3,0,0,0.104
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-20,31.6,51.9,0.0,12.9,0,0,0.096
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-21,32.2,48.6,0.0,13.1,0,0,0.116
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-22,34.2,46.8,0.0,15.7,0,0,0.185
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-23,34.9,52.7,37.1,12.2,0,0,0.076
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-24,36.6,52.6,0.0,17.2,0,0,0.118
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-25,38.0,46.1,0.0,11.0,0,0,0.12
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-26,34.2,53.3,0.0,16.9,0,0,0.089
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-27,32.0,57.9,0.0,11.6,0,0,0.055
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-28,30.2,59.7,0.0,13.6,0,0,0.052
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-29,33.8,61.7,0.0,12.6,0,0,0.058
เชียงใหม่,เชี-01,19.0931,98.8014,2022-04-30,32.1,61.8,0.0,12.9,0,0,0.075
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-01,32.7,50.1,0.0,15.1,1,3,0.131
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-02,32.3,63.9,0.0,16.5,0,0,0.085
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-03,33.0,52.5,0.0,15.8,0,0,0.129
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-04,34.7,59.1,0.0,12.6,0,0,0.101
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-05,33.3,55.5,0.0,13.7,0,0,0.106
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-06,32.8,53.7,0.0,11.8,0,0,0.096
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-07,31.4,48.0,0.0,11.3,0,0,0.098
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-08,30.4,57.2,0.0,11.0,0,0,0.068
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-09,32.1,49.1,0.0,12.4,0,0,0.108
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-10,32.7,61.4,0.0,13.7,1,4,0.082
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-11,35.3,62.2,0.0,9.3,0,0,0.082
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-12,32.8,52.9,0.0,13.0,0,0,0.105
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-13,34.0,57.6,0.0,16.1,0,0,0.122
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-14,31.7,54.5,0.0,15.3,0,0,0.102
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-15,30.6,56.1,0.0,11.8,0,0,0.073
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-16,30.9,63.1,0.0,10.1,0,0,0.06
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-17,31.1,59.0,0.0,13.8,0,0,0.077
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-18,35.4,64.8,0.0,8.2,0,0,0.073
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-19,30.8,57.5,0.0,15.0,0,0,0.083
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-20,33.3,63.2,0.0,12.3,0,0,0.077
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-21,30.6,61.1,0.0,16.3,1,8,0.078
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-22,33.2,62.7,0.0,9.2,0,0,0.068
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-23,32.3,57.4,0.0,14.4,0,0,0.093
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-24,31.4,60.4,0.0,12.3,0,0,0.071
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-25,31.5,60.2,0.0,11.8,0,0,0.071
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-26,30.5,57.6,0.0,9.7,0,0,0.064
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-27,32.1,64.1,0.0,13.5,0,0,0.072
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-28,30.6,65.5,0.0,13.6,0,0,0.063
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-29,29.4,66.5,0.0,15.8,0,0,0.062
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-30,29.2,71.6,0.0,14.2,0,0,0.053
เชียงใหม่,เชี-01,19.0931,98.8014,2022-05-31,31.3,69.7,0.0,10.9,0,0,0.056
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-01,33.3,59.3,0.0,10.1,0,0,0.078
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-02,31.1,65.0,0.0,9.3,0,0,0.057
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-03,30.6,60.7,0.0,14.9,0,0,0.074
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-04,31.1,63.8,0.0,10.3,0,0,0.06
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-05,32.5,59.9,0.0,14.8,0,0,0.09
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-06,30.8,72.6,0.0,12.8,0,0,0.054
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-07,29.7,67.5,0.0,12.4,0,0,0.055
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-08,31.9,63.1,0.0,11.0,0,0,0.066
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-09,30.8,71.3,0.0,12.9,0,0,0.056
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-10,32.3,53.5,0.0,11.5,1,4,0.09
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-11,30.2,56.3,0.0,10.7,0,0,0.068
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-12,28.0,72.4,0.0,12.8,0,0,0.049
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-13,27.7,69.3,0.0,11.0,0,0,0.048
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-14,32.1,67.0,0.0,9.7,0,0,0.059
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-15,32.1,59.4,0.0,12.4,0,0,0.078
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-16,29.1,68.6,0.0,11.0,0,0,0.051
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-17,28.7,79.4,0.0,12.0,0,0,0.046
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-18,31.4,71.6,0.0,10.1,0,0,0.053
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-19,27.4,71.8,0.0,8.5,0,0,0.045
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-20,27.6,68.9,0.0,14.3,0,0,0.052
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-21,29.8,67.7,0.0,13.9,0,0,0.058
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-22,28.1,60.7,0.0,12.5,0,0,0.058
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-23,28.6,72.5,0.0,9.9,0,0,0.047
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-24,28.3,76.0,0.0,10.0,0,0,0.046
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-25,28.9,63.7,0.0,13.3,0,0,0.058
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-26,30.4,67.4,0.0,9.7,0,0,0.053
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-27,28.3,66.9,0.0,9.1,0,0,0.049
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-28,29.0,67.6,0.0,14.1,0,0,0.056
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-29,24.9,76.3,0.0,10.1,0,0,0.043
เชียงใหม่,เชี-01,19.0931,98.8014,2022-06-30,27.8,63.6,0.0,13.7,0,0,0.056
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-01,26.5,78.5,0.0,7.3,0,0,0.043
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-02,25.8,80.0,0.0,11.1,0,0,0.043
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-03,26.2,75.0,0.0,14.1,0,0,0.046
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-04,26.9,63.6,0.0,10.0,0,0,0.049
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-05,28.7,69.9,0.0,9.3,0,0,0.048
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-06,25.2,84.2,0.0,7.4,0,0,0.042
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-07,27.1,62.9,0.0,11.9,0,0,0.052
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-08,26.2,76.0,0.0,8.1,0,0,0.043
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-09,26.4,72.1,0.0,9.4,0,0,0.045
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-10,28.2,80.8,0.0,7.0,0,0,0.043
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-11,27.4,74.4,0.0,12.5,0,0,0.047
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-12,28.5,79.2,0.0,11.7,0,0,0.046
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-13,26.2,82.2,0.0,9.2,0,0,0.043
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-14,25.2,89.6,0.0,6.9,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-15,25.8,79.2,0.0,12.2,0,0,0.044
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-16,26.4,81.9,0.0,8.3,0,0,0.042
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-17,26.2,73.1,0.0,6.8,0,0,0.043
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-18,24.2,88.4,0.0,5.4,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-19,25.9,77.6,0.0,7.6,0,0,0.043
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-20,26.0,78.8,0.0,5.9,0,0,0.042
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-21,29.3,79.1,0.0,7.5,0,0,0.044
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-22,28.2,72.6,0.0,10.2,1,1,0.047
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-23,24.0,85.2,0.0,7.9,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-24,24.8,88.6,0.0,9.3,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-25,22.9,87.0,0.0,7.0,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-26,24.1,76.9,0.0,8.6,0,0,0.042
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-27,25.4,83.5,0.0,12.2,0,0,0.043
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-28,26.6,87.1,0.0,7.6,0,0,0.042
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-29,23.6,76.7,0.0,9.0,0,0,0.042
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-30,23.6,81.0,0.0,5.0,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-07-31,21.3,92.9,0.0,11.2,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-01,24.2,87.8,0.0,7.1,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-02,22.7,90.0,0.0,10.1,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-03,23.4,96.9,0.0,7.7,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-04,22.8,90.7,0.0,9.1,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-05,23.9,91.1,0.0,9.2,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-06,21.3,100.0,0.0,6.9,0,0,0.04
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-07,21.6,89.0,0.0,9.9,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-08,26.9,82.1,0.0,6.1,0,0,0.042
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-09,21.7,92.6,0.0,9.1,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-10,21.9,92.8,0.0,6.8,0,0,0.04
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-11,26.2,84.7,0.0,8.2,0,0,0.042
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-12,27.8,81.2,0.0,6.5,0,0,0.043
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-13,21.6,100.0,0.0,7.5,0,0,0.04
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-14,22.7,92.6,0.0,5.2,0,0,0.04
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-15,23.7,86.7,0.0,7.8,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-16,25.7,93.6,0.0,7.3,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-17,21.5,92.0,0.0,6.1,0,0,0.04
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-18,22.5,90.7,0.0,7.0,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-19,24.0,93.8,0.0,7.3,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-20,23.4,85.2,0.0,5.8,1,1,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-21,22.1,94.7,0.0,6.7,0,0,0.04
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-22,22.4,100.0,0.0,4.9,0,0,0.04
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-23,20.5,97.0,0.0,11.6,0,0,0.04
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-24,22.1,91.6,0.0,9.0,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-25,22.0,91.3,0.0,7.4,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-26,22.7,91.4,0.0,9.1,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-27,21.4,93.3,0.0,2.8,0,0,0.04
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-28,22.9,91.7,0.0,1.6,0,0,0.04
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-29,23.7,97.8,0.0,5.9,0,0,0.04
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-30,22.3,85.8,0.0,3.9,0,0,0.041
เชียงใหม่,เชี-01,19.0931,98.8014,2022-08-31,22.5,98.7,0.0,6.1,0,0,0.04
เชียงใหม่,เชี-01,19.0931,98.8014,2022-09-01,22.0,93.1,0.0,7.0,0,0,0.04
เชียงใหม่,เชี-01,19.0931,98.8014,2022-09-02,21.9,97.1,0.0,8.4,0,0,0.04
เชียงใหม่,เชี-01,19.0931,98.8014,2022-09-03,20.8,90.6,0.0,4.2,0,0,0.04
เชียงใหม่,เชี-01,19.0931,98.8014,2022-09-04,22.3,100.0,0.0,7.2,0,0,0.04
เชียงใหม่,เชี-01,19.0931,98.8014,2022-09-05,21.6,100.0,0.0,6.4,0,0,0.04
